claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious,days_since_policy_start,reporting_delay_days,repair_cost_band,adjuster_suspicious_keyword_hits,rule_score,rule_hits,rule_score_normalized,anomaly_prediction,anomaly_decision_score,anomaly_score_raw,anomaly_score_normalized,final_score,risk_level,review_decision
CLM-00521,POL-1310,CUST-5504,SHOP-026,2024-07-29,2025-05-06,2025-05-11,vandalism,right side,1846,Gatineau,1,0,2,I found damage on the right side of my vehicle while parked in Gatineau.,Claim details and visible damage are coherent.,normal,0,281,5,low,0,0,[],0.0,1,0.10649023113508771,-0.10649023113508771,20.778916655954106,8.311566662381642,low,approve_or_fast_track
CLM-00676,POL-6131,CUST-9090,SHOP-020,2024-02-18,2024-02-20,2024-02-22,vandalism,right side,7861,Sherbrooke,0,0,36,I found damage on the right side of my vehicle while parked in Sherbrooke.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,2,2,high,2,7,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",36.84210526315789,1,0.11971590332479592,-0.11971590332479592,15.985897874277674,28.499622307605804,low,approve_or_fast_track
CLM-00335,POL-2728,CUST-6864,SHOP-022,2025-04-14,2025-12-18,2025-12-18,collision,rear,4052,Quebec City,1,0,2,Another driver struck my vehicle on the rear while I was driving in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,248,0,medium,0,0,[],0.0,1,0.13149902587565504,-0.13149902587565504,11.715662918884544,4.686265167553818,low,approve_or_fast_track
CLM-00519,POL-3440,CUST-6328,SHOP-003,2025-10-01,2026-02-12,2026-02-15,collision,right side,2888,Gatineau,0,0,2,Another driver struck my vehicle on the right side while I was driving in Gatineau.,Observed damage aligns with reported incident details.,normal,0,134,3,medium,0,0,[],0.0,1,0.16131588431526844,-0.16131588431526844,0.9099541078900847,0.3639816431560339,low,approve_or_fast_track
CLM-00272,POL-9426,CUST-9335,SHOP-015,2025-05-13,2025-07-04,2025-07-06,vandalism,rear,3112,Gatineau,0,0,2,My parked car was vandalized in Gatineau and the rear was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,52,2,medium,0,0,[],0.0,1,0.14725214426806083,-0.14725214426806083,6.0066909103745445,2.402676364149818,low,approve_or_fast_track
CLM-00683,POL-5816,CUST-4103,SHOP-013,2024-06-29,2024-07-01,2024-07-02,vandalism,right side,11712,Quebec City,0,0,29,My parked car was vandalized in Quebec City and the right side was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,2,1,very_high,2,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.09828985819120739,-0.09828985819120739,23.75075362370801,41.07924881790425,medium,review_with_slm
CLM-00474,POL-4278,CUST-6006,SHOP-011,2025-08-12,2025-10-02,2025-10-02,collision,rear,3915,Sherbrooke,0,0,2,Another driver struck my vehicle on the rear while I was driving in Sherbrooke.,Claim details and visible damage are coherent.,normal,0,51,0,medium,0,0,[],0.0,1,0.11991050246286022,-0.11991050246286022,15.915374629011847,6.366149851604739,low,approve_or_fast_track
CLM-00941,POL-8907,CUST-2082,SHOP-008,2025-04-24,2025-08-16,2025-08-21,theft,front,5655,Sherbrooke,1,0,29,Another vehicle struck me on the front in Sherbrooke.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,114,5,high,1,8,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail""]",42.10526315789473,1,0.08268222178948309,-0.08268222178948309,29.40700257181473,37.02595892346273,medium,review_with_slm
CLM-00130,POL-9899,CUST-7220,SHOP-029,2025-02-08,2025-09-02,2025-09-03,theft,front,7356,Sherbrooke,0,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Observed damage aligns with reported incident details.,normal,0,206,1,high,0,0,[],0.0,1,0.13356368208571068,-0.13356368208571068,10.967426016400129,4.386970406560052,low,approve_or_fast_track
CLM-00393,POL-8944,CUST-3962,SHOP-026,2025-06-24,2026-03-01,2026-03-01,theft,front,6188,Gatineau,0,1,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Observed damage aligns with reported incident details.,normal,0,250,0,high,0,0,[],0.0,1,0.0058937294189099765,-0.0058937294189099765,57.23535646336042,22.89414258534417,low,approve_or_fast_track
CLM-00654,POL-2056,CUST-6198,SHOP-011,2025-09-10,2025-09-17,2025-09-22,vandalism,right side,7256,Longueuil,1,0,28,My parked car was vandalized in Longueuil and the right side was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,7,5,high,2,7,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",36.84210526315789,1,0.09241486264065918,-0.09241486264065918,25.87986763864295,32.457210213351914,medium,review_with_slm
CLM-00308,POL-4066,CUST-9987,SHOP-009,2024-08-30,2025-07-01,2025-07-04,vandalism,left side,2998,Laval,1,0,2,I found damage on the left side of my vehicle while parked in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,305,3,medium,0,0,[],0.0,1,0.1485951890601968,-0.1485951890601968,5.519967905221752,2.207987162088701,low,approve_or_fast_track
CLM-00858,POL-7479,CUST-1684,SHOP-014,2025-04-04,2025-07-08,2025-07-13,vandalism,rear,2088,Sherbrooke,3,21,56,My parked car was vandalized in Sherbrooke and the rear was damaged.,Repeated entity pattern detected across recent claims.,repeated_entity,1,95,5,low,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.043326788086189505,0.043326788086189505,75.07300293318269,48.97656959432571,medium,review_with_slm
CLM-00325,POL-9538,CUST-4415,SHOP-016,2025-02-02,2026-02-15,2026-02-17,theft,rear,10154,Sherbrooke,0,0,2,My car was stolen in Sherbrooke and later found with damage.,Observed damage aligns with reported incident details.,normal,0,378,2,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.1052416169065235,-0.1052416169065235,21.231417773684342,17.966251320000055,low,approve_or_fast_track
CLM-00751,POL-2496,CUST-3400,SHOP-005,2024-06-17,2025-11-15,2025-11-15,theft,front,9972,Laval,1,0,35,I discovered my vehicle missing in Laval and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,516,0,very_high,1,6,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",31.57894736842105,1,0.022024527744155753,-0.022024527744155753,51.3895122425652,39.50317331807871,medium,review_with_slm
CLM-00156,POL-7502,CUST-2294,SHOP-012,2025-02-19,2025-11-11,2025-11-15,collision,rear,3028,Sherbrooke,0,0,2,Another driver struck my vehicle on the rear while I was driving in Sherbrooke.,Claim details and visible damage are coherent.,normal,0,265,4,medium,0,0,[],0.0,1,0.15022303951903354,-0.15022303951903354,4.930030568877021,1.9720122275508087,low,approve_or_fast_track
CLM-00420,POL-4571,CUST-3174,SHOP-012,2024-10-29,2025-03-30,2025-04-04,collision,front,3765,Sherbrooke,1,0,2,I was driving in Sherbrooke when another vehicle hit the front of my car.,Claim details and visible damage are coherent.,normal,0,152,5,medium,0,0,[],0.0,1,0.1354736742568845,-0.1354736742568845,10.275239773010933,4.110095909204373,low,approve_or_fast_track
CLM-00241,POL-7768,CUST-1885,SHOP-028,2024-06-03,2024-11-20,2024-11-21,theft,right side,9664,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Claim details and visible damage are coherent.,normal,0,170,1,very_high,0,2,"[""repair estimate above normal threshold""]",10.526315789473683,1,0.12333848687805404,-0.12333848687805404,14.673063958549012,12.185015057103815,low,approve_or_fast_track
CLM-00536,POL-4696,CUST-7943,SHOP-003,2024-09-12,2025-05-01,2025-05-02,theft,left side,5514,Sherbrooke,0,0,2,My car was stolen in Sherbrooke and later found with damage.,Observed damage aligns with reported incident details.,normal,0,231,1,high,0,0,[],0.0,1,0.13865206489532972,-0.13865206489532972,9.123382551158183,3.6493530204632734,low,approve_or_fast_track
CLM-00561,POL-3115,CUST-9789,SHOP-014,2025-05-04,2025-07-08,2025-07-11,collision,rear,2642,Longueuil,1,0,2,Another driver struck my vehicle on the rear while I was driving in Longueuil.,Claim details and visible damage are coherent.,normal,0,65,3,medium,0,0,[],0.0,1,0.14403112138459867,-0.14403112138459867,7.1739981712226815,2.8695992684890728,low,approve_or_fast_track
CLM-00223,POL-2892,CUST-6052,SHOP-026,2025-02-11,2025-11-09,2025-11-12,vandalism,left side,1873,Sherbrooke,1,0,2,My parked car was vandalized in Sherbrooke and the left side was damaged.,Observed damage aligns with reported incident details.,normal,0,271,3,low,0,0,[],0.0,1,0.14328024693313546,-0.14328024693313546,7.446117069749801,2.9784468278999205,low,approve_or_fast_track
CLM-00669,POL-1484,CUST-9781,SHOP-001,2025-06-14,2025-06-20,2025-06-24,collision,left side,8632,Laval,0,0,33,I lost control briefly and damaged the left side of my vehicle in Laval.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,6,4,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12321820082838952,-0.12321820082838952,14.716655942906856,34.30771500874169,medium,review_with_slm
CLM-00276,POL-7249,CUST-7473,SHOP-027,2025-11-07,2025-12-10,2025-12-13,collision,rear,2358,Sherbrooke,1,0,2,Another driver struck my vehicle on the rear while I was driving in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0,33,3,low,0,0,[],0.0,1,0.13056715044548617,-0.13056715044548617,12.053377053554982,4.821350821421993,low,approve_or_fast_track
CLM-00104,POL-8702,CUST-1713,SHOP-021,2025-01-31,2025-09-09,2025-09-11,vandalism,front,3262,Montreal,1,0,2,My parked car was vandalized in Montreal and the front was damaged.,Claim details and visible damage are coherent.,normal,0,221,2,medium,0,0,[],0.0,1,0.15380905199634265,-0.15380905199634265,3.6304501083508947,1.452180043340358,low,approve_or_fast_track
CLM-00356,POL-9784,CUST-9605,SHOP-021,2025-12-22,2026-03-12,2026-03-12,vandalism,front,3649,Quebec City,0,0,2,My parked car was vandalized in Quebec City and the front was damaged.,Claim details and visible damage are coherent.,normal,0,80,0,medium,0,0,[],0.0,1,0.13499300466791098,-0.13499300466791098,10.449435710630164,4.1797742842520655,low,approve_or_fast_track
CLM-00502,POL-9089,CUST-5975,SHOP-008,2024-08-02,2024-10-19,2024-10-19,theft,left side,7924,Sherbrooke,0,0,2,My car was stolen in Sherbrooke and later found with damage.,Claim details and visible damage are coherent.,normal,0,78,0,high,0,0,[],0.0,1,0.10944922448518724,-0.10944922448518724,19.706569594991937,7.882627837996775,low,approve_or_fast_track
CLM-00043,POL-6576,CUST-5581,SHOP-029,2025-09-02,2025-12-11,2025-12-15,collision,rear,2150,Laval,1,0,2,I lost control briefly and damaged the rear of my vehicle in Laval.,Claim details and visible damage are coherent.,normal,0,100,4,low,0,0,[],0.0,1,0.1490197766087854,-0.1490197766087854,5.366096248215562,2.1464384992862247,low,approve_or_fast_track
CLM-00844,POL-1871,CUST-8540,SHOP-020,2025-03-24,2026-01-02,2026-01-06,theft,front,8535,Montreal,1,0,36,My car was stolen in Montreal and later found with damage.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,284,4,very_high,1,7,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",36.84210526315789,1,0.09236383455000746,-0.09236383455000746,25.89836035442923,32.464607299666426,medium,review_with_slm
CLM-00440,POL-6917,CUST-7873,SHOP-021,2024-12-30,2025-02-22,2025-02-24,theft,front,9209,Laval,0,0,2,My car was stolen in Laval and later found with damage.,Claim details and visible damage are coherent.,normal,0,54,2,very_high,0,3,"[""repair estimate above normal threshold"", ""brief theft narrative with limited detail""]",15.789473684210526,1,0.1256346277721368,-0.1256346277721368,13.840936390826744,15.010058766857014,low,approve_or_fast_track
CLM-00242,POL-3897,CUST-6134,SHOP-021,2024-02-29,2024-04-03,2024-04-06,theft,rear,11235,Laval,0,0,2,I discovered my vehicle missing in Laval and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,34,3,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.10259001925657679,-0.10259001925657679,22.19236381524233,18.350629736623247,low,approve_or_fast_track
CLM-00846,POL-3363,CUST-9841,SHOP-022,2025-08-23,2025-12-11,2025-12-11,vandalism,front,14001,Gatineau,0,0,23,My parked car was vandalized in Gatineau and the front was damaged.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,110,0,very_high,0,6,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",31.57894736842105,1,0.023438259847348153,-0.023438259847348153,50.87717196785819,39.29823720819591,medium,review_with_slm
CLM-00046,POL-2647,CUST-4180,SHOP-010,2024-08-20,2025-09-23,2025-09-24,theft,front,10800,Gatineau,0,0,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,399,1,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.08398837063155745,-0.08398837063155745,28.933650757107042,21.047144513369133,low,approve_or_fast_track
CLM-00816,POL-4446,CUST-2487,SHOP-026,2025-06-03,2026-01-03,2026-01-06,theft,front,10539,Montreal,0,0,32,I discovered my vehicle missing in Montreal and reported it immediately.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,214,3,very_high,0,5,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",26.31578947368421,1,0.10330249494434335,-0.10330249494434335,21.93416073081912,24.563137976538172,low,approve_or_fast_track
CLM-00239,POL-3967,CUST-5813,SHOP-004,2025-04-27,2025-07-31,2025-08-05,theft,rear,10568,Longueuil,0,0,2,My car was stolen in Longueuil and later found with damage.,Observed damage aligns with reported incident details.,normal,0,95,5,very_high,0,4,"[""repair estimate above normal threshold"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",21.052631578947366,1,0.0985490752567651,-0.0985490752567651,23.656812669635677,22.09430401522269,low,approve_or_fast_track
CLM-00691,POL-5974,CUST-8976,SHOP-010,2024-03-07,2024-03-09,2024-03-10,theft,front,9059,Longueuil,0,0,39,My car was stolen in Longueuil and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,2,1,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.10631802497769338,-0.10631802497769338,20.841324625460082,39.91547721860508,medium,review_with_slm
CLM-00087,POL-7626,CUST-7843,SHOP-010,2024-04-27,2025-07-15,2025-07-15,theft,rear,11564,Gatineau,1,0,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,444,0,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.05038449464724015,-0.05038449464724015,41.111784799722514,25.918398130415323,low,approve_or_fast_track
CLM-00935,POL-5143,CUST-8975,SHOP-013,2025-04-22,2026-01-15,2026-01-17,collision,right side,2034,Quebec City,0,1,29,Another vehicle struck me on the right side in Quebec City.,Inspection found primary damage on the front. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,268,2,low,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.005944113751869096,-0.005944113751869096,57.217097047074326,44.99210197672446,medium,review_with_slm
CLM-00137,POL-1187,CUST-5285,SHOP-021,2025-01-03,2026-01-22,2026-01-23,collision,front,3706,Longueuil,0,0,2,I lost control briefly and damaged the front of my vehicle in Longueuil.,Claim details and visible damage are coherent.,normal,0,384,1,medium,0,0,[],0.0,1,0.13746102284374095,-0.13746102284374095,9.555019358811235,3.822007743524494,low,approve_or_fast_track
CLM-00877,POL-4232,CUST-9115,SHOP-014,2025-12-24,2026-02-03,2026-02-06,theft,front,8625,Laval,2,18,56,My car was stolen in Laval and later found with damage.,Repeated entity pattern detected across recent claims.,repeated_entity,1,41,3,very_high,0,9,"[""repair estimate above normal threshold"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""brief theft narrative with limited detail""]",47.368421052631575,-1,-0.035270321868392185,0.035270321868392185,72.1533181457514,57.28237988987951,medium,review_with_slm
CLM-00663,POL-9502,CUST-6201,SHOP-011,2024-06-23,2024-07-01,2024-07-04,collision,right side,11237,Gatineau,1,0,28,I was driving in Gatineau when another vehicle hit the right side of my car.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,8,3,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.12103136261210401,-0.12103136261210401,15.509171929451618,37.7826161402017,medium,review_with_slm
CLM-00937,POL-9302,CUST-3718,SHOP-001,2024-04-13,2024-10-09,2024-10-14,vandalism,left side,1745,Montreal,0,0,33,Another vehicle struck me on the left side in Montreal.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,179,5,low,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.051876473110909815,-0.051876473110909815,40.571087835844175,38.3336982922324,medium,review_with_slm
CLM-00667,POL-2267,CUST-9097,SHOP-028,2025-01-05,2025-01-12,2025-01-16,collision,right side,8319,Quebec City,0,0,31,I lost control briefly and damaged the right side of my vehicle in Quebec City.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,7,4,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12563344394653253,-0.12563344394653253,13.841365412374692,33.95759879652882,medium,review_with_slm
CLM-00281,POL-4629,CUST-8145,SHOP-009,2025-01-03,2025-04-11,2025-04-16,vandalism,left side,3465,Quebec City,1,0,2,I found damage on the left side of my vehicle while parked in Quebec City.,Observed damage aligns with reported incident details.,normal,0,98,5,medium,0,0,[],0.0,1,0.13815957488998482,-0.13815957488998482,9.301862239112564,3.720744895645026,low,approve_or_fast_track
CLM-00041,POL-9031,CUST-2729,SHOP-014,2025-01-05,2025-12-26,2025-12-29,vandalism,rear,3583,Laval,1,0,2,I found damage on the rear of my vehicle while parked in Laval.,Observed damage aligns with reported incident details.,normal,0,355,3,medium,0,0,[],0.0,1,0.14033432406950375,-0.14033432406950375,8.5137273516487,3.4054909406594804,low,approve_or_fast_track
CLM-00750,POL-2269,CUST-3497,SHOP-004,2024-08-09,2024-08-13,2024-08-14,theft,front,8899,Gatineau,1,0,43,I discovered my vehicle missing in Gatineau and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,4,1,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.09549831626340388,-0.09549831626340388,24.762415843811368,38.326018969103494,medium,review_with_slm
CLM-00085,POL-4612,CUST-7475,SHOP-020,2024-02-26,2024-04-03,2024-04-04,theft,rear,11286,Laval,1,0,2,I discovered my vehicle missing in Laval and reported it immediately.,Observed damage aligns with reported incident details.,normal,0,37,1,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.11084217246527744,-0.11084217246527744,19.201761541782666,17.15438882723938,low,approve_or_fast_track
CLM-00419,POL-1724,CUST-1656,SHOP-016,2025-05-31,2025-07-17,2025-07-20,vandalism,right side,3463,Sherbrooke,0,0,2,I found damage on the right side of my vehicle while parked in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0,47,3,medium,0,0,[],0.0,1,0.1522884352085252,-0.1522884352085252,4.181525677077986,1.6726102708311945,low,approve_or_fast_track
CLM-00525,POL-2072,CUST-8932,SHOP-001,2025-02-21,2026-02-10,2026-02-11,collision,left side,3769,Gatineau,0,0,2,I was driving in Gatineau when another vehicle hit the left side of my car.,Claim details and visible damage are coherent.,normal,0,354,1,medium,0,0,[],0.0,1,0.13935400974674073,-0.13935400974674073,8.86899586984212,3.547598347936848,low,approve_or_fast_track
CLM-00053,POL-3870,CUST-8708,SHOP-017,2025-10-29,2026-01-23,2026-01-25,collision,right side,3514,Montreal,1,0,2,I lost control briefly and damaged the right side of my vehicle in Montreal.,Observed damage aligns with reported incident details.,normal,0,86,2,medium,0,0,[],0.0,1,0.1557974041819315,-0.1557974041819315,2.909865987301015,1.163946394920406,low,approve_or_fast_track
CLM-00100,POL-8391,CUST-6727,SHOP-030,2024-01-28,2025-04-26,2025-04-26,theft,left side,6931,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,454,0,high,0,0,[],0.0,1,0.07549346338047702,-0.07549346338047702,32.012227741247926,12.804891096499171,low,approve_or_fast_track
CLM-00114,POL-6912,CUST-7044,SHOP-015,2025-07-18,2025-09-19,2025-09-23,collision,front,3066,Quebec City,1,0,2,Another driver struck my vehicle on the front while I was driving in Quebec City.,Observed damage aligns with reported incident details.,normal,0,63,4,medium,0,0,[],0.0,1,0.14642407878225766,-0.14642407878225766,6.30678404507367,2.522713618029468,low,approve_or_fast_track
CLM-00831,POL-3487,CUST-4372,SHOP-015,2024-05-25,2025-04-02,2025-04-04,collision,front,14735,Longueuil,0,0,28,Another driver struck my vehicle on the front while I was driving in Longueuil.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,312,2,very_high,0,6,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",31.57894736842105,1,0.035253447484944855,-0.035253447484944855,46.59531653973862,37.585495036948075,medium,review_with_slm
CLM-00341,POL-3509,CUST-1827,SHOP-022,2025-02-06,2025-10-22,2025-10-26,vandalism,front,2709,Quebec City,1,0,2,I found damage on the front of my vehicle while parked in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,258,4,medium,0,0,[],0.0,1,0.14854379940243911,-0.14854379940243911,5.538591653889002,2.215436661555601,low,approve_or_fast_track
CLM-00835,POL-2615,CUST-2555,SHOP-004,2024-09-01,2025-10-05,2025-10-09,vandalism,right side,14661,Sherbrooke,0,0,43,I found damage on the right side of my vehicle while parked in Sherbrooke.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,399,4,very_high,1,8,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",42.10526315789473,-1,-0.008060874998455092,0.008060874998455092,62.2925422232905,50.18017478405304,medium,review_with_slm
CLM-00127,POL-1517,CUST-2800,SHOP-007,2024-01-20,2025-05-15,2025-05-17,theft,rear,8382,Sherbrooke,0,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim details and visible damage are coherent.,normal,0,481,2,very_high,0,2,"[""repair estimate above normal threshold""]",10.526315789473683,1,0.09931846234823322,-0.09931846234823322,23.377984741127385,15.666983370135164,low,approve_or_fast_track
CLM-00299,POL-1590,CUST-6893,SHOP-008,2025-11-01,2025-12-01,2025-12-02,collision,left side,3136,Longueuil,1,0,2,I lost control briefly and damaged the left side of my vehicle in Longueuil.,Claim details and visible damage are coherent.,normal,0,30,1,medium,0,0,[],0.0,1,0.13425490455654582,-0.13425490455654582,10.71692515432616,4.286770061730464,low,approve_or_fast_track
CLM-00721,POL-4882,CUST-4343,SHOP-011,2025-08-07,2025-08-14,2025-08-18,theft,front,9408,Quebec City,1,0,28,My car was stolen in Quebec City and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,7,4,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12325747695901546,-0.12325747695901546,14.70242216869399,34.30202149905654,medium,review_with_slm
CLM-00181,POL-4438,CUST-6744,SHOP-028,2025-12-28,2026-03-07,2026-03-12,theft,rear,10047,Laval,0,0,2,My car was stolen in Laval and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,69,5,very_high,0,4,"[""repair estimate above normal threshold"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",21.052631578947366,1,0.10263619976129718,-0.10263619976129718,22.175627877492087,21.501830098365254,low,approve_or_fast_track
CLM-00531,POL-6864,CUST-7336,SHOP-006,2025-12-14,2026-01-14,2026-01-14,theft,left side,6580,Quebec City,0,0,2,My car was stolen in Quebec City and later found with damage.,Claim details and visible damage are coherent.,normal,0,31,0,high,0,0,[],0.0,1,0.10046188436633902,-0.10046188436633902,22.963605560277266,9.185442224110906,low,approve_or_fast_track
CLM-00373,POL-3347,CUST-2609,SHOP-027,2025-06-12,2026-01-01,2026-01-02,collision,front,3681,Quebec City,0,0,2,I was driving in Quebec City when another vehicle hit the front of my car.,Observed damage aligns with reported incident details.,normal,0,203,1,medium,0,0,[],0.0,1,0.16103683665460333,-0.16103683665460333,1.0110817223784831,0.4044326889513933,low,approve_or_fast_track
CLM-00275,POL-2938,CUST-9762,SHOP-001,2025-10-18,2026-02-17,2026-02-21,collision,front,2097,Longueuil,0,0,2,I lost control briefly and damaged the front of my vehicle in Longueuil.,Claim details and visible damage are coherent.,normal,0,122,4,low,0,0,[],0.0,1,0.14776324139208313,-0.14776324139208313,5.821467953116764,2.328587181246706,low,approve_or_fast_track
CLM-00236,POL-1120,CUST-9380,SHOP-022,2025-01-18,2025-12-01,2025-12-06,vandalism,left side,2722,Sherbrooke,0,0,2,I found damage on the left side of my vehicle while parked in Sherbrooke.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,317,5,medium,0,0,[],0.0,1,0.13053541040070588,-0.13053541040070588,12.064879730211493,4.825951892084597,low,approve_or_fast_track
CLM-00628,POL-2109,CUST-8910,SHOP-014,2025-06-20,2025-06-29,2025-07-04,collision,rear,11206,Longueuil,0,0,56,I lost control briefly and damaged the rear of my vehicle in Longueuil.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,9,5,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.02791108949602017,-0.02791108949602017,49.256206605507316,51.28143001062398,medium,review_with_slm
CLM-00473,POL-7895,CUST-9973,SHOP-024,2024-11-30,2025-08-19,2025-08-24,collision,front,4427,Sherbrooke,0,0,2,Another driver struck my vehicle on the front while I was driving in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0,262,5,medium,0,0,[],0.0,1,0.13416510478507832,-0.13416510478507832,10.749468830372276,4.299787532148911,low,approve_or_fast_track
