claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious,days_since_policy_start,reporting_delay_days,repair_cost_band,adjuster_suspicious_keyword_hits,rule_score,rule_hits,rule_score_normalized,anomaly_prediction,anomaly_decision_score,anomaly_score_raw,anomaly_score_normalized,final_score,risk_level,review_decision
CLM-00654,POL-2056,CUST-6198,SHOP-011,2025-09-10,2025-09-17,2025-09-22,vandalism,right side,7256,Longueuil,1,0,28,My parked car was vandalized in Longueuil and the right side was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,7,5,high,2,7,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",36.84210526315789,1,0.09241486264065918,-0.09241486264065918,25.87986763864295,32.457210213351914,medium,review_with_slm
CLM-00858,POL-7479,CUST-1684,SHOP-014,2025-04-04,2025-07-08,2025-07-13,vandalism,rear,2088,Sherbrooke,3,21,56,My parked car was vandalized in Sherbrooke and the rear was damaged.,Repeated entity pattern detected across recent claims.,repeated_entity,1,95,5,low,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.043326788086189505,0.043326788086189505,75.07300293318269,48.97656959432571,medium,review_with_slm
CLM-00751,POL-2496,CUST-3400,SHOP-005,2024-06-17,2025-11-15,2025-11-15,theft,front,9972,Laval,1,0,35,I discovered my vehicle missing in Laval and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,516,0,very_high,1,6,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",31.57894736842105,1,0.022024527744155753,-0.022024527744155753,51.3895122425652,39.50317331807871,medium,review_with_slm
CLM-00669,POL-1484,CUST-9781,SHOP-001,2025-06-14,2025-06-20,2025-06-24,collision,left side,8632,Laval,0,0,33,I lost control briefly and damaged the left side of my vehicle in Laval.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,6,4,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12321820082838952,-0.12321820082838952,14.716655942906856,34.30771500874169,medium,review_with_slm
CLM-00844,POL-1871,CUST-8540,SHOP-020,2025-03-24,2026-01-02,2026-01-06,theft,front,8535,Montreal,1,0,36,My car was stolen in Montreal and later found with damage.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,284,4,very_high,1,7,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",36.84210526315789,1,0.09236383455000746,-0.09236383455000746,25.89836035442923,32.464607299666426,medium,review_with_slm
CLM-00846,POL-3363,CUST-9841,SHOP-022,2025-08-23,2025-12-11,2025-12-11,vandalism,front,14001,Gatineau,0,0,23,My parked car was vandalized in Gatineau and the front was damaged.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,110,0,very_high,0,6,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",31.57894736842105,1,0.023438259847348153,-0.023438259847348153,50.87717196785819,39.29823720819591,medium,review_with_slm
CLM-00691,POL-5974,CUST-8976,SHOP-010,2024-03-07,2024-03-09,2024-03-10,theft,front,9059,Longueuil,0,0,39,My car was stolen in Longueuil and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,2,1,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.10631802497769338,-0.10631802497769338,20.841324625460082,39.91547721860508,medium,review_with_slm
CLM-00935,POL-5143,CUST-8975,SHOP-013,2025-04-22,2026-01-15,2026-01-17,collision,right side,2034,Quebec City,0,1,29,Another vehicle struck me on the right side in Quebec City.,Inspection found primary damage on the front. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,268,2,low,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.005944113751869096,-0.005944113751869096,57.217097047074326,44.99210197672446,medium,review_with_slm
CLM-00877,POL-4232,CUST-9115,SHOP-014,2025-12-24,2026-02-03,2026-02-06,theft,front,8625,Laval,2,18,56,My car was stolen in Laval and later found with damage.,Repeated entity pattern detected across recent claims.,repeated_entity,1,41,3,very_high,0,9,"[""repair estimate above normal threshold"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""brief theft narrative with limited detail""]",47.368421052631575,-1,-0.035270321868392185,0.035270321868392185,72.1533181457514,57.28237988987951,medium,review_with_slm
CLM-00663,POL-9502,CUST-6201,SHOP-011,2024-06-23,2024-07-01,2024-07-04,collision,right side,11237,Gatineau,1,0,28,I was driving in Gatineau when another vehicle hit the right side of my car.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,8,3,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.12103136261210401,-0.12103136261210401,15.509171929451618,37.7826161402017,medium,review_with_slm
CLM-00937,POL-9302,CUST-3718,SHOP-001,2024-04-13,2024-10-09,2024-10-14,vandalism,left side,1745,Montreal,0,0,33,Another vehicle struck me on the left side in Montreal.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,179,5,low,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.051876473110909815,-0.051876473110909815,40.571087835844175,38.3336982922324,medium,review_with_slm
CLM-00667,POL-2267,CUST-9097,SHOP-028,2025-01-05,2025-01-12,2025-01-16,collision,right side,8319,Quebec City,0,0,31,I lost control briefly and damaged the right side of my vehicle in Quebec City.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,7,4,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12563344394653253,-0.12563344394653253,13.841365412374692,33.95759879652882,medium,review_with_slm
CLM-00750,POL-2269,CUST-3497,SHOP-004,2024-08-09,2024-08-13,2024-08-14,theft,front,8899,Gatineau,1,0,43,I discovered my vehicle missing in Gatineau and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,4,1,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.09549831626340388,-0.09549831626340388,24.762415843811368,38.326018969103494,medium,review_with_slm
CLM-00831,POL-3487,CUST-4372,SHOP-015,2024-05-25,2025-04-02,2025-04-04,collision,front,14735,Longueuil,0,0,28,Another driver struck my vehicle on the front while I was driving in Longueuil.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,312,2,very_high,0,6,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",31.57894736842105,1,0.035253447484944855,-0.035253447484944855,46.59531653973862,37.585495036948075,medium,review_with_slm
CLM-00835,POL-2615,CUST-2555,SHOP-004,2024-09-01,2025-10-05,2025-10-09,vandalism,right side,14661,Sherbrooke,0,0,43,I found damage on the right side of my vehicle while parked in Sherbrooke.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,399,4,very_high,1,8,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",42.10526315789473,-1,-0.008060874998455092,0.008060874998455092,62.2925422232905,50.18017478405304,medium,review_with_slm
CLM-00721,POL-4882,CUST-4343,SHOP-011,2025-08-07,2025-08-14,2025-08-18,theft,front,9408,Quebec City,1,0,28,My car was stolen in Quebec City and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,7,4,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12325747695901546,-0.12325747695901546,14.70242216869399,34.30202149905654,medium,review_with_slm
CLM-00628,POL-2109,CUST-8910,SHOP-014,2025-06-20,2025-06-29,2025-07-04,collision,rear,11206,Longueuil,0,0,56,I lost control briefly and damaged the rear of my vehicle in Longueuil.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,9,5,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.02791108949602017,-0.02791108949602017,49.256206605507316,51.28143001062398,medium,review_with_slm
CLM-00094,POL-3463,CUST-6461,SHOP-003,2025-08-19,2026-03-06,2026-03-07,theft,left side,10374,Sherbrooke,1,1,2,My car was stolen in Sherbrooke and later found with damage.,Claim details and visible damage are coherent.,normal,0,199,1,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.012326055669981795,-0.012326055669981795,54.90426432006288,31.435389938551467,medium,review_with_slm
CLM-00950,POL-7571,CUST-7848,SHOP-026,2024-08-28,2025-08-09,2025-08-14,theft,rear,6971,Quebec City,0,0,32,Another vehicle struck me on the rear in Quebec City.,Inspection found primary damage on the front. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,346,5,high,1,8,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail""]",42.10526315789473,1,0.058929933810474955,-0.058929933810474955,38.01489491620263,40.46911586121789,medium,review_with_slm
CLM-00885,POL-3082,CUST-6272,SHOP-019,2025-10-09,2026-01-05,2026-01-10,vandalism,rear,2820,Quebec City,2,15,58,My parked car was vandalized in Quebec City and the rear was damaged.,Repeated entity pattern detected across recent claims.,repeated_entity,1,88,5,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.05291702982839386,0.05291702982839386,78.54853205048322,50.36678124124592,medium,review_with_slm
CLM-00707,POL-1369,CUST-4670,SHOP-027,2024-10-23,2024-10-25,2024-10-30,theft,left side,7908,Laval,1,0,28,My car was stolen in Laval and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,2,5,high,2,8,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",42.10526315789473,1,0.09979200880473654,-0.09979200880473654,23.206370245662796,34.54570599300196,medium,review_with_slm
CLM-00659,POL-4131,CUST-1235,SHOP-012,2025-01-07,2025-01-10,2025-01-12,theft,front,10758,Quebec City,1,0,16,I discovered my vehicle missing in Quebec City and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,3,2,very_high,2,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.10692514852502732,-0.10692514852502732,20.621301436965055,39.82746794320707,medium,review_with_slm
CLM-00619,POL-4704,CUST-8711,SHOP-013,2025-01-18,2025-01-26,2025-01-27,theft,rear,9942,Longueuil,0,0,29,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,8,1,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12219720913775534,-0.12219720913775534,15.086666047418088,34.45571905054618,medium,review_with_slm
CLM-00873,POL-5470,CUST-8505,SHOP-014,2024-03-23,2025-03-28,2025-04-01,collision,rear,4356,Montreal,4,18,56,I lost control briefly and damaged the rear of my vehicle in Montreal.,Repeated entity pattern detected across recent claims.,repeated_entity,1,370,4,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.05553485633780397,0.05553485633780397,79.49723934087993,50.7462641574046,medium,review_with_slm
CLM-00912,POL-9308,CUST-4985,SHOP-014,2024-05-20,2024-10-20,2024-10-20,collision,front,4136,Laval,2,18,56,I lost control briefly and damaged the front of my vehicle in Laval.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1,153,0,medium,1,8,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",42.10526315789473,-1,-0.04231878645440956,0.04231878645440956,74.70770046055364,55.14623807895829,medium,review_with_slm
CLM-01000,POL-9617,CUST-5699,SHOP-003,2025-07-06,2025-07-16,2025-07-18,collision,right side,11766,Quebec City,5,21,73,I was hit on the right side while driving in Quebec City.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the rear, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1,10,2,very_high,5,17,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""single-area damage with unusually high repair cost""]",89.47368421052632,-1,-0.08344370191103823,0.08344370191103823,89.61147921380771,89.52880221183887,high,priority_investigation
CLM-00690,POL-1673,CUST-9520,SHOP-023,2024-12-17,2024-12-21,2024-12-26,collision,right side,9373,Gatineau,1,0,27,I lost control briefly and damaged the right side of my vehicle in Gatineau.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,4,5,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.10032600576100359,-0.10032600576100359,23.01284832828625,37.626191962893444,medium,review_with_slm
CLM-00863,POL-1056,CUST-1957,SHOP-014,2025-01-31,2025-12-17,2025-12-17,collision,front,4108,Gatineau,2,20,56,I was driving in Gatineau when another vehicle hit the front of my car.,Repeated entity pattern detected across recent claims.,repeated_entity,1,320,0,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.043538086936534826,0.043538086936534826,75.1495781986002,49.007199700492706,medium,review_with_slm
CLM-00726,POL-4245,CUST-3947,SHOP-029,2025-04-09,2025-04-13,2025-04-14,collision,right side,8084,Gatineau,1,0,31,Another driver struck my vehicle on the right side while I was driving in Gatineau.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,4,1,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.1182739625981103,-0.1182739625981103,16.508461029173237,35.02443704324824,medium,review_with_slm
CLM-00722,POL-3626,CUST-7034,SHOP-002,2024-10-24,2024-11-01,2024-11-06,vandalism,front,7267,Gatineau,0,0,21,I found damage on the front of my vehicle while parked in Gatineau.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,8,5,high,1,7,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",36.84210526315789,1,0.08383172512752735,-0.08383172512752735,28.990419504442677,33.701430959671804,medium,review_with_slm
CLM-00854,POL-1390,CUST-9048,SHOP-014,2024-11-25,2025-10-08,2025-10-11,vandalism,right side,2752,Quebec City,4,15,56,My parked car was vandalized in Quebec City and the right side was damaged.,Repeated entity pattern detected across recent claims.,repeated_entity,1,317,3,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.05728318021198475,0.05728318021198475,80.13083656340315,50.99970304641389,medium,review_with_slm
CLM-00718,POL-3036,CUST-6028,SHOP-019,2025-11-07,2025-11-15,2025-11-16,collision,right side,11747,Montreal,1,0,58,I was driving in Montreal when another vehicle hit the right side of my car.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,8,1,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.03978378916842762,-0.03978378916842762,44.95350866299103,49.56035083361746,medium,review_with_slm
CLM-00589,POL-5534,CUST-2052,SHOP-011,2024-01-31,2025-10-21,2025-10-22,theft,right side,10511,Montreal,0,0,2,My car was stolen in Montreal and later found with damage.,Observed damage aligns with reported incident details.,normal,0,629,1,very_high,0,4,"[""repair estimate above normal threshold"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",21.052631578947366,1,0.0310765448407041,-0.0310765448407041,48.10903716852138,31.87519381477697,medium,review_with_slm
CLM-00826,POL-7988,CUST-1416,SHOP-018,2024-05-09,2024-09-12,2024-09-13,theft,front,12134,Gatineau,1,0,34,My car was stolen in Gatineau and later found with damage.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,126,1,very_high,0,7,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",36.84210526315789,1,0.0987640784571539,-0.0987640784571539,23.578894937908892,31.53682113305829,medium,review_with_slm
CLM-00626,POL-6907,CUST-6920,SHOP-024,2025-08-26,2025-08-31,2025-09-02,theft,rear,10651,Longueuil,0,0,24,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,5,2,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.11105665818472221,-0.11105665818472221,19.124031346526493,39.228559907031645,medium,review_with_slm
CLM-00703,POL-2740,CUST-9182,SHOP-030,2025-11-26,2025-11-29,2025-12-03,collision,rear,10066,Laval,1,0,12,I lost control briefly and damaged the rear of my vehicle in Laval.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,3,4,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.10121437064288274,-0.10121437064288274,22.69090253205353,40.65530838124246,medium,review_with_slm
CLM-00845,POL-5128,CUST-1451,SHOP-023,2025-09-04,2026-02-06,2026-02-09,vandalism,rear,12668,Laval,1,0,27,I found damage on the rear of my vehicle while parked in Laval.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,155,3,very_high,1,8,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",42.10526315789473,1,0.10067821043231501,-0.10067821043231501,22.885208418542877,34.41724126215399,medium,review_with_slm
CLM-00608,POL-9750,CUST-8289,SHOP-005,2025-08-13,2025-08-17,2025-08-20,theft,left side,8763,Gatineau,0,0,35,My car was stolen in Gatineau and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,4,3,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.12342236753791608,-0.12342236753791608,14.642665384293482,37.43601352213844,medium,review_with_slm
CLM-00633,POL-7039,CUST-3430,SHOP-029,2025-05-05,2025-05-11,2025-05-13,collision,right side,8455,Laval,0,0,31,Another driver struck my vehicle on the right side while I was driving in Laval.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,6,2,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.13272217651480817,-0.13272217651480817,11.27238987368972,32.930008581054835,medium,review_with_slm
CLM-00862,POL-3348,CUST-9964,SHOP-003,2024-02-28,2024-07-21,2024-07-26,collision,right side,3621,Gatineau,4,21,73,Another driver struck my vehicle on the right side while I was driving in Gatineau.,Repeated entity pattern detected across recent claims.,repeated_entity,1,144,5,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.07065162765876432,0.07065162765876432,84.97559747802268,52.937607412261706,medium,review_with_slm
CLM-00995,POL-7392,CUST-5777,SHOP-003,2025-02-03,2025-02-05,2025-02-06,theft,left side,11380,Laval,4,21,73,I was hit on the left side while driving in Laval.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the right side, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1,2,1,very_high,5,18,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",94.73684210526315,-1,-0.05729571971858305,0.05729571971858305,80.1353809139493,88.89625762873762,high,priority_investigation
CLM-00704,POL-3851,CUST-6261,SHOP-004,2025-12-16,2025-12-24,2025-12-29,collision,rear,8575,Longueuil,1,0,43,I lost control briefly and damaged the rear of my vehicle in Longueuil.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,8,5,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.0800323315291982,-0.0800323315291982,30.367329850817637,40.567984571906,medium,review_with_slm
CLM-00975,POL-8324,CUST-3365,SHOP-005,2025-10-25,2026-03-04,2026-03-04,theft,left side,8367,Quebec City,1,0,35,Another vehicle struck me on the left side in Quebec City.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,130,0,very_high,1,10,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.08641447359873333,-0.08641447359873333,28.0544245883983,42.800717203780366,medium,review_with_slm
CLM-00938,POL-6350,CUST-5668,SHOP-012,2024-02-22,2025-09-03,2025-09-07,collision,right side,3496,Quebec City,0,0,16,Another vehicle struck me on the right side in Quebec City.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,559,4,medium,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.05529801821044511,-0.05529801821044511,39.33111079050449,37.83770747409653,medium,review_with_slm
CLM-00853,POL-6251,CUST-9639,SHOP-019,2025-08-11,2026-03-08,2026-03-12,vandalism,right side,3737,Sherbrooke,3,20,58,I found damage on the right side of my vehicle while parked in Sherbrooke.,Repeated entity pattern detected across recent claims.,repeated_entity,1,209,4,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.017835295420250752,0.017835295420250752,65.83481818398795,45.28129569464781,medium,review_with_slm
CLM-00701,POL-9202,CUST-9244,SHOP-007,2024-12-23,2024-12-29,2025-01-01,theft,front,10227,Sherbrooke,0,0,31,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,6,3,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.12404740098767342,-0.12404740098767342,14.416151599520097,37.345408008229086,medium,review_with_slm
CLM-00866,POL-4554,CUST-4128,SHOP-014,2024-07-18,2025-08-24,2025-08-27,vandalism,right side,3035,Sherbrooke,3,21,56,My parked car was vandalized in Sherbrooke and the right side was damaged.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1,402,3,medium,1,8,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",42.10526315789473,-1,-0.028970101198026232,0.028970101198026232,69.87010141630088,53.2111984612572,medium,review_with_slm
CLM-00849,POL-6565,CUST-8401,SHOP-025,2024-04-06,2025-10-24,2025-10-26,collision,front,10677,Montreal,1,0,28,I was driving in Montreal when another vehicle hit the front of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,566,2,very_high,1,7,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",36.84210526315789,1,0.045876601498932024,-0.045876601498932024,42.74545726760999,39.20344606493873,medium,review_with_slm
CLM-00864,POL-6654,CUST-8454,SHOP-003,2024-06-05,2025-10-13,2025-10-17,theft,rear,6182,Longueuil,2,21,73,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1,495,4,high,1,8,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",42.10526315789473,-1,-0.07560203821150924,0.07560203821150924,86.76963943036893,59.97101366688442,medium,review_with_slm
CLM-00872,POL-6811,CUST-9105,SHOP-019,2025-09-28,2026-02-11,2026-02-12,theft,left side,6573,Gatineau,3,21,58,My car was stolen in Gatineau and later found with damage.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1,136,1,high,1,9,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",47.368421052631575,-1,-0.02953125228756215,0.02953125228756215,70.07346406380374,56.450438257100444,medium,review_with_slm
CLM-00841,POL-5485,CUST-1431,SHOP-016,2024-08-17,2025-04-28,2025-04-29,collision,right side,12557,Laval,0,0,21,I lost control briefly and damaged the right side of my vehicle in Laval.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,254,1,very_high,0,6,"[""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""repair shop linked to multiple claims"", ""single-area damage with unusually high repair cost""]",31.57894736842105,1,0.07275894992347653,-0.07275894992347653,33.00322269183723,32.148657497787525,medium,review_with_slm
CLM-00923,POL-6792,CUST-4872,SHOP-003,2024-01-24,2025-09-11,2025-09-15,theft,rear,6407,Quebec City,3,18,73,My car was stolen in Quebec City and later found with damage.,Repeated entity pattern detected across recent claims.,repeated_entity,1,596,4,high,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.09351393845205858,0.09351393845205858,93.26095972297944,56.251752310244406,medium,review_with_slm
